isbn13,isbn10,title,subtitle,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,genres
9780590317672,0590317679,Run,,William Sleator,Detective and mystery stories,http://books.google.com/books/content?id=ctBxKTLJoyYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Three teen-agers, thrown together by chance in an isolated house, become increasingly aware of a threat lurking in the darkness outside.",1973.0,3.07,137.0,53.0,['Mystery']
9780590456807,0590456806,The Stranger,,Caroline B. Cooney,Horror stories.,http://books.google.com/books/content?id=jLemheqAQVkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Drawn to the dark and mysterious Jethro, Nicoletta follows the strange boy to a deserted cave, where she learns his dark secrets.",1993.0,3.55,198.0,55.0,['Horror']
9780590488129,0590488120,These Happy Golden Years,,Laura Ingalls Wilder,Adventure stories,http://books.google.com/books/content?id=591ySlNL2r8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Laura has her first experiences as a teacher, and is courted by Almanzo Wilder.",1953.0,4.19,289.0,297.0,['Adventure']
9780618574971,0618574972,The Lord of the Rings: The return of the king,,John Ronald Reuel Tolkien,Fantasy fiction,http://books.google.com/books/content?id=M7XMAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1967.0,4.52,508.0,1607.0,['Fantasy']
9780671722876,0671722875,Shakespeare's Sonnets,,Helen Hunt;William Shakespeare,Drama,http://books.google.com/books/content?id=xS77dGhrBPkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Presents a collection of 154 of Shakespeare's sonnets and includes detailed notes on the sonnets and an overview of Shakespeare's life and literary impact.,2004.0,4.25,391.0,670.0,['Drama']
9780674990463,0674990463,Metamorphoses,In Two Volumes,Publius Ovidius Naso (Dichter),"Mythology, Classical",http://books.google.com/books/content?id=hZ2EAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1984.0,4.42,496.0,757.0,['Classic']
9780674992559,0674992555,"The Art of Love, and Other Poems",,Ovid,Love poetry,http://books.google.com/books/content?id=ZNwiygEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In the didactic poetry of Face Cosmetics, Art of Love, and Remedies for Love, Ovid (43 BCE-17 CE) demonstrates abstrusity and wit. His Ibis is an elegiac curse-poem. Nux, Halieutica, and Consolatio ad Liviam are poems now judged not to be by Ovid.",1985.0,4.02,400.0,93.0,['Romance']
9780679725169,0679725164,"No Exit, and Three Other Plays",,Jean-Paul Sartre,Drama,http://books.google.com/books/content?id=Xw5CMJFaTNkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"English translations of four plays which dramatize the theme of man's responsibility for his own actions, by the leader of French existentialism",1989.0,4.1,275.0,23906.0,['Drama']
9780679734994,0679734996,The Heidi Chronicles and Other Plays,,Wendy Wasserstein,Drama,http://books.google.com/books/content?id=sn1CGv9Rq5sC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Three plays deal with recent college graduates deciding what to do with their lives, a woman trying to be a successful executive and mother, and an art historian changing with the times from the sixties to the eighties",1991.0,3.83,249.0,2732.0,['Drama']
9780679761785,0679761780,Blues for Mister Charlie,A Play,James Baldwin,Drama,http://books.google.com/books/content?id=vd2JDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,A drama focusing on the murder of a black youth by a white man in a Southern town and the racism and violent emotions it engenders.,1995.0,4.12,144.0,1131.0,['Drama']
9780684842233,0684842238,On Death and Dying,,Elisabeth Kübler-Ross,Family & Relationships,http://books.google.com/books/content?id=zb-ZNYFUXhsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Explains the attitudes of the dying toward themselves and others and presents a humane approach to relieving the psychological suffering of the terminally ill and their families,1997.0,4.16,288.0,140.0,['Romance']
9780688140717,0688140718,Trapped in T Mirror,,Elan Golomb,Family & Relationships,http://books.google.com/books/content?id=40J1X4UypE4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In this compelling book, Elan Golomb identifies the crux of the emotional and psychological problems of millions of adults. Simply put, the children of narcissist -- offspring of parents whose interest always towered above the most basic needs of their sons and daughters -- share a common belief: They believe they do not have the right to exist. The difficulties experienced by adult children of narcissists can manifest themselves in many ways: for examples, physical self-loathing that takes form of overeating, anorexia, or bulimia; a self-destructive streak that causes poor job performance and rocky personal relationships; or a struggle with the self that is perpetuated in the adult's interaction with his or her own children. These dilemmas are both common and correctable, Dr. Golomb tells us. With an empathic blend of scholarship and case studies, along with her own personal narrative of her fight for self, Dr. Golomb plumbs the depths of this problem, revealing its mysterious hold on the affairs of otherwise bright, aware, motivated, and worthy people. Trapped in the Mirror explores. the nature of the paralysis and lack of motivation so many adults feel stress and its role in exacerbating childhood wrongs why do many of our relationships seem to be ""reruns"" of the past how one's body image can be formed by faulty parenting how anger must be acknowledge to be overcome and, most important, how even the most traumatized self can be healed. Rooted in a profoundly humanist traditional approach, and suffused with the benefit of the latest knowledge about intrafamily relationships, Trapped in the Mirror offers more than the average self-help book; it is truly the first self-heal book for millions.",1995.0,3.82,272.0,729.0,['Romance']
9780689852237,0689852231,The House of the Scorpion,,Nancy Farmer,Young Adult Fiction,http://books.google.com/books/content?id=2gtCtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This modern classic takes on an iron-fisted drug lord, clones bred for their organs, and what it means to be human. Winner of the National Book Award as well as Newbery and Printz Honors. Matteo Alacrán was not born; he was harvested. His DNA came from El Patrón, lord of a country called Opium—a strip of poppy fields lying between the United States and what was once called Mexico. Matt’s first cell split and divided inside a petri dish. Then he was placed in the womb of a cow, where he continued the miraculous journey from embryo to fetus to baby. He is a boy now, but most consider him a monster—except for El Patrón. El Patrón loves Matt as he loves himself, because Matt is himself. As Matt struggles to understand his existence, he is threatened by a sinister cast of characters, including El Patrón’s power-hungry family, and he is surrounded by a dangerous army of bodyguards. Escape is the only chance Matt has to survive. But escape from the Alacrán Estate is no guarantee of freedom, because Matt is marked by his difference in ways he doesn’t even suspect.",2004.0,4.1,380.0,68128.0,['Young Adult']
9780691102573,0691102570,Hamlet in Purgatory,,Stephen Greenblatt,Drama,http://books.google.com/books/content?id=G1d_Cq5Yfp8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Stephen Greenblatt sets out to explain his longtime fascination with the ghost of Hamlet's father, and his daring and ultimately gratifying journey takes him through surprising intellectual territory. It yields an extraordinary account of the rise and fall of Purgatory as both a belief and a lucrative institution--as well as a capacious new reading of the power of Hamlet. In the mid-sixteenth century, English authorities abruptly changed the relationship between the living and dead. Declaring that Purgatory was a false ""poem,"" they abolished the institutions and banned the practices that Christians relied on to ease the passage to Heaven for themselves and their dead loved ones. Greenblatt explores the fantastic adventure narratives, ghost stories, pilgrimages, and imagery by which a belief in a grisly ""prison house of souls"" had been shaped and reinforced in the Middle Ages. He probes the psychological benefits as well as the high costs of this belief and of its demolition. With the doctrine of Purgatory and the elaborate practices that grew up around it, the church had provided a powerful method of negotiating with the dead. The Protestant attack on Purgatory destroyed this method for most people in England, but it did not eradicate the longings and fears that Catholic doctrine had for centuries focused and exploited. In his strikingly original interpretation, Greenblatt argues that the human desires to commune with, assist, and be rid of the dead were transformed by Shakespeare--consummate conjurer that he was--into the substance of several of his plays, above all the weirdly powerful Hamlet. Thus, the space of Purgatory became the stage haunted by literature's most famous ghost. This book constitutes an extraordinary feat that could have been accomplished by only Stephen Greenblatt. It is at once a deeply satisfying reading of medieval religion, an innovative interpretation of the apparitions that trouble Shakespeare's tragic heroes, and an exploration of how a culture can be inhabited by its own spectral leftovers.",2002.0,3.94,344.0,209.0,['Drama']
9780701179793,0701179791,The Risk of Darkness,A Simon Serrailler Crime Novel,Susan Hill,Detective and mystery stories,http://books.google.com/books/content?id=0eoukgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Children have been vanishing - there are no leads - just a kidnapper at large. The police have failed, the families are distraught and the morale at Lafferton station has collapsed. Then Detective Chief Inspector Simon Serailler receives a call: a child has been snatched in Yorkshire. Has the abductor struck again? And will they find this child alive? In The Risk of Darkness Simon Serailler takes on killing and kidnap, evil and innocence. The result is a compulsively readable and often chilling novel. 'Not all great novelists can write crime fiction but when one like Susan Hill does the result is stunning' Ruth Rendell",2006.0,3.95,320.0,2913.0,['Mystery']
9780706425611,0706425618,The Time Machine,The Island of Dr Moreau ; The Invisible Man ; The First Men on the Moon ; The Food of the Gods ; In the Days of the Comet ; The War of the Worlds,Herbert George Wells,"Science fiction, English",,,1985.0,4.13,828.0,4.0,['Sci-Fi']
9780715629949,0715629948,Euripides,Iphigenia at Aulis,Pantelis Michelakis,Drama,http://books.google.com/books/content?id=km9iAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Iphigenia at Aulis dramatises the myth of Iphigenia, the young virgin sacrificed by her father Agamemnon at the start of the expedition against Troy. Produced at the end of the Peloponnesian war, it explores the breakdown of social norms which turns Greeks against Greeks, men against women, and condemns young brides to death. Pantelis Michelakis examines the mythological, socio-political and institutional context, the main themes and major issues in modern criticism, and ends with an outline of performance history and reception.",2006.0,4.02,144.0,12.0,['Drama']
9780718149291,0718149297,Medicus and the Disappearing Dancing Girls,,Ruth Downie,Detective and mystery stories,http://books.google.com/books/content?id=VIWeOAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A detective novel with a series of characters to relish - Gaius Petreius Ruso and a cast of corrupt officers, cut throat villains, beguiling slaves, wanton women and charming centurions.",2006.0,3.73,464.0,38.0,['Mystery']
9780719566226,0719566223,Maisie Dobbs,A Novel,Jacqueline Winspear,Detective and mystery stories,http://books.google.com/books/content?id=ESS5HAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A favorite mystery series of Hillary Clinton (as mentioned in What Happened, The New York Times Book Review, and New York Magazine) A New York Times Notable Book of the Year Agatha Award Winner for Best First Novel Macavity Award Winner for Best First Novel Alex Award Winner Fiercely independent Maisie Dobbs has recently set herself up as a private detective. Such a move may not seem especially startling. But this is 1929, and Maisie is exceptional in many ways. Having started as a maid to the London aristocracy, studied her way to Cambridge and served as a nurse in the Great War, Maisie has wisdom, experience and understanding beyond her years. Little does she realise the extent to which this strength of character is soon to be tested. For her first case forces her to uncover secrets long buried, and to confront ghosts from her own past . . . 'In Maisie Dobbs, Jacqueline Winspear has given us a real gift' Alexander McCall Smith",2005.0,3.92,292.0,157.0,['Mystery']
9780722539019,0722539010,How to Seduce Your Dream Man,100 Strategies to Bring Mr Right to Heel,Anna Maxted,Man-woman relationships,http://books.google.com/books/content?id=TMNpOQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1999.0,3.89,224.0,9.0,['Romance']
9780727852663,0727852663,The Dig,,Alan Dean Foster;Sean Clark,Interplanetary voyages,,"Destined to be a multimedia smash hit, this epic SF story is based on an exciting CD-ROM game created by LucasArts. When a mysterious asteroid threatens to collide with Earth, a space shuttle is sent to ""nudge"" it into a safe orbit. The three astronauts who venture to the surface find themselves trapped as the asteroid suddenly leaves orbit, transporting them to a strange planet lightyears away.",1997.0,3.4,336.0,2.0,['Young Adult']
9780737000368,0737000368,The Greenlander,,Mark Adlard,Adventure stories,,,1978.0,3.72,192.0,60.0,['Adventure']
9780739422953,0739422952,The Last Herald-mage,,Mercedes Lackey,"Fantasy fiction, American",http://books.google.com/books/content?id=thWAtwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Is Vanyel foreseeing his own doom, as he believes in his darkest moments?",1990.0,4.48,900.0,5107.0,['Fantasy']
9780739423851,0739423851,Wizard's Castle,,Diana Wynne Jones,Fantasy,http://books.google.com/books/content?id=hB7hAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Howl's moving castle - Eldest of three sisters, in a land where it is considered to be a misfortune, Sophie is resigned to her fate as a hat shop apprentice until a witch turns her into an old woman and she finds herself in the castle of the greatly feared Wizard Howl. Castle in the air - Having long indulged himself in daydreams more exciting than his mundane life as a carpet merchant, Abdullah unexpectedly purchases a magic carpet and his life changes dramatically as his daydreams come true and",2002.0,4.44,376.0,439.0,['Fantasy']
9780739427361,0739427369,A Tolkien Miscellany,,John Ronald Reuel Tolkien,"Fantasy fiction, English",,,2002.0,4.11,370.0,60.0,['Fantasy']
9780739432174,0739432176,The Abhorsen Trilogy,"Sabriel, Lirael, Abhorsen",Garth Nix,"Fantasy fiction, American",,Sabriel and Lirael must battle against ancient evils in order to protect the Old Kingdom and learn of their own destinies.,2003.0,4.66,777.0,89.0,['Fantasy']
9780739439708,0739439707,Time Quartet,,Madeleine L'Engle,Science fiction,,"Blending magic with quantum physics, Madeleine L'Engles's novels have mesmerized generations of readers. Rediscover these well-loved classics in our exclusive 4-in-1 omnibus edition. A Wrinkle in Time / A Wind in the Door / A Swiftly Tilting Planet.",2003.0,4.35,646.0,165.0,['Sci-Fi']
9780739444054,0739444050,The Foundation Trilogy,"Foundation, Foundation and Empire, Second Foundation",Isaac Asimov,Science fiction,,,2004.0,4.4,624.0,321.0,['Sci-Fi']
9780743210768,074321076X,Sarah Ban Breathnach's Mrs. Sharp's Traditions,Reviving Victorian Family Celebrations of Comfort and Joy,Sarah Ban Breathnach,Family & Relationships,http://books.google.com/books/content?id=YpAHAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Offers hearth and home wisdom, including ideas to enhance modern life with old-fashioned traditions.",2001.0,4.07,256.0,301.0,['Romance']
9780743270205,0743270207,The Organized Student,Teaching Children the Skills for Success in School and Beyond,Donna Goldberg,Family & Relationships,http://books.google.com/books/content?id=g0c9PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A must-read for parents, The Organized Student contains hands-on strategies for teaching your disorganized child how to organize for success in middle school and high school, with special tips for kids with ADD/ADHD and learning disorders. The overstuffed backpack, the missing homework, the unused planner, the test he didn’t know about. Sound familiar? When the disorganized child meets the departmentalized structure of middle school, everything can fall apart. Even the academically successful child will start to falter if she misses deadlines, loses textbooks, or can’t get to class on time. This practical book is full of hands-on strategies for helping parents identify and teach organizational skills. Educational consultant Donna Goldberg has developed these methods by working with hundreds of students and in this book she provides: · Assessments to gather information about your child’s learning style, study habits, and school requirements · Guidelines for taming that overstuffed binder and keeping it under control · PACK—a four-step plan for purging and reassembling a backpack or locker · Instructions for organizing an at-home work space for the child who studies at a desk or the child who studies all over the house · Ways to help your child graduate from telling time to managing time · Special tips for kids with learning disabilities and kids who have two homes...and more The Organized Student is a must for any parent who has heard the words, “I can’t find my homework!”",2005.0,3.84,246.0,207.0,['Romance']
9780743272094,0743272099,Love Smart,Find the One You Want--Fix the One You Got,Dr. Phil McGraw,Family & Relationships,http://books.google.com/books/content?id=v96amVzqanwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Presents a guide for singles that explains how to find the right person and how to sustain a loving, committed relationship, offering helpful advice on the world of dating, emotional differences, and online romance.",2005.0,3.55,284.0,66.0,['Romance']
9780743440745,0743440749,One More for the Road,A New Story Collection,Ray Bradbury,"Fantasy fiction, American",http://books.google.com/books/content?id=JVB4PwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The Master of storytelling treats us to eighteen brand-new stories and seven previously published but never before collected. Tales of abandoned places and betrayed love; of a house where time has no boundaries; of a faraway planet plagued by an epidemic of sorrow; a wheat field that hides a strangely welcome enemy; the ghosts of dear friends, of errant sons and lost fathers, are but a few of the ingredients that have gone into Bradbury's savoury cocktail. One More for the Road is a superb refreshment served with wit, heart and flair by the incomparable Ray Bradbury.",2003.0,3.69,289.0,21.0,['Fantasy']
9780743449670,0743449673,Shock Wave,A Novel,Clive Cussler,Adventure stories,http://books.google.com/books/content?id=vsh3PwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A mysterious plague in the Antarctic.A diamond empire run by an evil genius.A devastating new technology that threatens to annihilate millions. Tasman Sea, 1856. A British clipper ship bound for Australia's penal colony is crushed in a raging typhoon. A few pitiful survivors wash up on a deserted island. Among them are Betsy Fletcher and Jess Dorsett, who discover an immense supply of exquisite diamonds... Seymour Island, Antarctica, 2000. Dirk Pitt rescues Maeve Fletcher, a descendant of Betsy and Jess, after an unknouwn cataclysm kills thousands of marine animals and nearly two hundred people aboard a cruise ship. Pitt traces the carnage to the global diamond operations of Maeve's father, Arthur Dorsett, and her callous sisters. From a chilling escape at a high-security Canadian mine to a tiny boat adrift on lonely, shark-infested seas, the ingenious Pitt is racing to thwart Dorsett's ruthless plans - before an unthinkable disaster claims millions of innocent lives.",2002.0,4.01,537.0,13648.0,['Adventure']
9780743477109,0743477103,Macbeth,,William Shakespeare,Drama,http://books.google.com/books/content?id=wemvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Offers explanatory notes on pages facing the text of the play, as well as an introduction to Shakespeare's language, life, and theater.",2003.0,3.89,246.0,560816.0,['Drama']
9780743477116,0743477111,Romeo and Juliet,,William Shakespeare,Drama,http://books.google.com/books/content?id=1cEsNsWYbK4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Offers explanatory notes on pages facing the text of the play, as well as an introduction to Shakespeare's language, life, and theater",1992.0,3.74,283.0,1811259.0,['Drama']
9780743477543,0743477545,A Midsummer Night's Dream,,William Shakespeare,Drama,http://books.google.com/books/content?id=axN5DAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Shakespeare's popular comedy of love and mistaken identity is accompanied by a section on reading Shakespeare's language, information on Shakespeare's life and theater, explanatory notes, annotated reading lists, and an essay",1993.0,3.94,298.0,371813.0,['Drama']
9780743477550,0743477553,Othello,,William Shakespeare,Drama,http://books.google.com/books/content?id=f4zGDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"In Othello, Shakespeare creates powerful drama from a marriage between the exotic Moor Othello and the Venetian lady Desdemona that begins with elopement and mutual devotion and ends with jealous rage and death. Shakespeare builds many differences into his hero and heroine, including race, age, and cultural background. Yet most readers and audiences believe the couple's strong love would overcome these differences were it not for Iago, who sets out to destroy Othello. Iago's false insinuations about Desdemona's infidelity draw Othello into his schemes, and Desdemona is subjected to Othello's horrifying verbal and physical assaults. The authoritative edition of Othello from The Folger Shakespeare Library, the trusted and widely used Shakespeare series for students and general readers, is now available as an ebook. Features include: · The exact text of the printed book for easy cross-reference · Hundreds of hypertext links for instant navigation · Freshly edited text based on the best early printed version of the play · Full explanatory notes conveniently placed on pages facing the text of the play · Scene-by-scene plot summaries · A key to famous lines and phrases · An introduction to reading Shakespeare’s language · Illustrations from the Folger Shakespeare Library’s vast holdings of rare books · An essay by a leading Shakespeare scholar providing a modern perspective on the pla",1993.0,3.88,314.0,261813.0,['Drama']
9780743477567,0743477561,The Merchant of Venice,,William Shakespeare,Drama,http://books.google.com/books/content?id=7Q_wyQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In The Merchant of Venice, the path to marriage is hazardous. To win Portia, Bassanio must pass a test prescribed by her father’s will, choosing correctly among three caskets or chests. If he fails, he may never marry at all. Bassanio and Portia also face a magnificent villain, the moneylender Shylock. In creating Shylock, Shakespeare seems to have shared in a widespread prejudice against Jews. Shylock would have been regarded as a villain because he was a Jew. Yet he gives such powerful expression to his alienation due to the hatred around him that, in many productions, he emerges as the hero. Portia is most remembered for her disguise as a lawyer, Balthazar, especially the speech in which she urges Shylock to show mercy that “droppeth as the gentle rain from heaven.” The authoritative edition of The Merchant of Venice from The Folger Shakespeare Library, the trusted and widely used Shakespeare series for students and general readers, includes: -Freshly edited text based on the best early printed version of the play -Newly revised explanatory notes conveniently placed on pages facing the text of the play -Scene-by-scene plot summaries -A key to the play’s famous lines and phrases -An introduction to reading Shakespeare’s language -An essay by a leading Shakespeare scholar providing a modern perspective on the play -Fresh images from the Folger Shakespeare Library’s vast holdings of rare books -An up-to-date annotated guide to further reading Essay by Alexander Leggatt The Folger Shakespeare Library in Washington, DC, is home to the world’s largest collection of Shakespeare’s printed works, and a magnet for Shakespeare scholars from around the globe. In addition to exhibitions open to the public throughout the year, the Folger offers a full calendar of performances and programs. For more information, visit Folger.edu.",2004.0,3.8,237.0,130122.0,['Drama']
9780743482776,0743482778,Twelfth Night,,William Shakespeare,Drama,http://books.google.com/books/content?id=auH_ngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Background information about Shakespeare, Elizabethan theater, and the text accompany his play about unrequited love and mistaken identity.",2004.0,3.98,220.0,133832.0,['Drama']
9780743482790,0743482794,Macbeth,,William Shakespeare;Dr. Barbara A. Mowat;Paul Werstine,Drama,http://books.google.com/books/content?id=HysVAjLGOC0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Macbeth: The DVD Edition includes everything you've come to expect from the Folger Shakespeare Library editions of Shakespeare's plays -- facing-page explanatory notes, scene-by-scene plot summaries, illustrations from the Folger archives -- combined here with a bonus DVD of a performance of Macbeth recorded before a rapt audience in the Folger's intimate Elizabethan Theatre. Conceived and directed by Teller (of Penn & Teller) and Aaron Posner, this acclaimed production showcases the inventive magic of Teller, who, with Posner, contributes a new foreword to this edition, writing about their vision of the play as a ""supernatural horror thriller."" Macbeth: The DVD Edition is the perfect volume for those encountering the play for the first time and for those finding brilliant new insights into a classic. THIS DVD EDITION INCLUDES: • DVD of the 2008 Folger Theatre/Two River Theater Company production -- with over 50 minutes of special features, including interviews with the directors, actors, designers, and scholars • Foreword by directors Teller and Aaron Posner on the staging of Macbeth • Freshly edited text based on the 1623 First Folio • Full explanatory notes conveniently placed on pages facing the text of the play • A key to the play's famous lines and phrases • An introduction to reading Shakespeare's language in Macbeth • Illustrations from the Folger Shakespeare Library's vast holdings of rare books • An essay by Susan Snyder that provides a modern perspective on the play",2004.0,3.89,272.0,503.0,['Drama']
9780743482806,0743482808,Romeo and Juliet,,William Shakespeare;Barbara A. Mowat;Paul Werstine,Drama,http://books.google.com/books/content?id=ZF0U9-ZsQZgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Offers explanatory notes on pages facing the text of the play, as well as an introduction to Shakespeare's language, life, and theater.",2004.0,3.74,281.0,292.0,['Drama']
9780743484961,0743484967,Twelfth Night,,William Shakespeare,Drama,http://books.google.com/books/content?id=DPQ2dddy3_gC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Background information about Shakespeare, Elizabethan theater, and the text accompany his play about unrequited love and mistaken identity.",2005.0,3.98,222.0,182.0,['Drama']
9780743495929,0743495926,Getting the Love You Want,A Guide for Couples,Harville Hendrix,Love,http://books.google.com/books/content?id=Vc56PwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Originally published in 1988, GETTING THE LOVE YOU WANT has helped thousands of couples attain more loving, supportive and deeply satisfying relationships. In this groundbreaking book, Dr Harville Hendrix shares with you what he has learned about the psychology of love during more than thirty years of working as a therapist and helps you transform your relationship into a lasting source of love and companionship. For this edition of his classic book, Dr Hendrix and his wife, Helen LaKelly Hunt, have added a new introduction describing the powerful influence this book has had on so many people over the years. With its step-by-step programme, GETTING THE LOVE YOU WANT will help you create a loving, supportive and revitalized partnership.",2005.0,4.07,336.0,5513.0,['Romance']
9780744520057,0744520053,Sir Gawain and the Green Knight,,Selina Hastings,Arthurian romances,http://books.google.com/books/content?id=JU_eAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Sir Gawain is perhaps the most famous of all the legendary knights of King Arthur's Round Table. In this exciting story, his honour and bravery are put to the test when challenged by the mighty Green Knight.",1991.0,3.89,29.0,58.0,['Romance']
9780747563655,0747563659,Stanley Yelnats' Survival Guide to Camp Green Lake,,Louis Sachar,"Adventure stories, American",http://books.google.com/books/content?id=v5Aws6V1CoIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"How to survive the rigours of Camp Green Lake, the setting of Louis Sachar's bestselling novel Holes",2003.0,3.62,96.0,470.0,['Adventure']
9780747575474,0747575479,When Harry Met Sally,,Nora Ephron,Man-woman relationships,http://books.google.com/books/content?id=u2e0mgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This is a romantic comedy about the difficult, frustrating, awful, funny search for happiness in an American city where the primary emotion is unrequited love- is delighting audiences everywhere.",2004.0,4.24,98.0,3089.0,['Romance']
9780748702558,0748702555,Romeo and Juliet,,William Shakespeare,Drama,http://books.google.com/books/content?id=i8ss1Z35ZU4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Presents the original text of Shakespeare's play side by side with a modern version, discusses the author and the theater of his time, and provides quizzes and other study activities.",1985.0,3.74,288.0,180.0,['Drama']
9780751504354,0751504351,Red Phoenix,,Larry Bond,Adventure stories,http://books.google.com/books/content?id=eLRtPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Violent riots formented by foreign agents are breaking out in South Korea. Seizing the opportunity, North Korea launches a lightning invasion, with heavy Soviet support, whose aim is to unite North and South under Communist rule. The second Korean War has begun and World War III may be imminent.",1992.0,4.0,791.0,25.0,['Adventure']
9780752834528,0752834525,The Sins of the Fathers,,Lawrence Block,Detective and mystery stories,http://books.google.com/books/content?id=a09bPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The first novel in the explosive Matthew Scudder Series. The tenth novel in the series - A WALK AMONG THE TOMBSTONES - is set to be a major Hollywood film, starring Liam Neeson. A pretty young girl is butchered in her Greenwich Village apartment. The prime suspect, a minister's son, is found dead in his jail cell. As far as the NYPD is concerned, the case is closed. But ex-cop Matt Scudder, is persuaded to look into the case by the dead girl's father. And suddenly he's up to his neck in sleaze and corruption, phoney religious cults and murderous lust. In New York's underbelly, the children have no choice but to pay the price for their parent's most unspeakable sins...",2000.0,3.87,182.0,7148.0,['Mystery']
9780752858470,0752858475,The Scorpio Illusion,,Robert Ludlum,Women terrorists,http://books.google.com/books/content?id=nzGOPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Tyrell Hawthorne was a naval intelligence officer until his wife was murdered. Now Hawthorne has been called out of retirement for one last assignment. For he is the only man who can track down the world's most dangerous terrorist, Amaya Bajaratt, who has set in motion a chilling conspiracy that a desperate government cannot stop. Hawthorne must follow Amaya's serpentine trail to uncover the sinister network that exists to help this consummate killer. And Hawthorne must discover the shattering truth behind the Scorpio Illusion...",2005.0,3.84,624.0,5894.0,['Horror']
9780752858623,0752858629,Trevayne,,Robert Ludlum,Organized Crime,http://books.google.com/books/content?id=qfVhPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Trevayne was a self-made millionaire by the time he was thirty. Then he went into government, carving out a brilliant and honourable career. Now he is head of one of the biggest foundations in the USA. Fearless, intelligent and incorruptible, he thinks no one can touch him... Then his investigation into the 'secret government' leads him beyond the corridors of official power into a nightmare maze where Mafia leaders and 'legitimate' billionaires mix, where even the Presidency can be bought and sold. And where a man like Trevayne can be a dreaded enemy, a duped victim, or maybe - just maybe - a king.",2004.0,3.62,528.0,18.0,['Thriller']
9780752865331,0752865331,The Maltese Falcon,,Dashiell Hammett,Crime investigations,http://books.google.com/books/content?id=zHE9PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,A murder involves Sam Spade in a dangerous search for a valuable statue.,2005.0,3.91,213.0,66425.0,['Thriller']
